seq_global,Order_ID,priority_score,risk_level,y_pred,Vehicle,Traffic,Order_Period,Area,Category,Drop_Latitude,Drop_Longitude
3504,yuhv512242638,1.52,medium,117.60220492613178,motorcycle ,Low ,Night,Metropolitian ,Jewelry,19.241141,72.923074
3505,ppyg097159335,1.52,medium,106.47855086102103,scooter ,Low ,Night,Urban ,Kitchen,12.426967,76.713067
3506,bqeh771725126,1.52,medium,118.7433278404009,scooter ,Low ,Night,Metropolitian ,Home,12.400972,76.749264
3507,pjog255126487,1.52,medium,113.289233748136,scooter ,Low ,Night,Metropolitian ,Apparel,17.506228,78.487495
3508,wjwa964712276,1.52,medium,114.35867872985332,van,Low ,Night,Metropolitian ,Shoes,18.623811,73.989315
3509,ntuh050174926,1.52,medium,120.69630408418848,motorcycle ,Low ,Night,Metropolitian ,Jewelry,0.09,0.09
3510,ggpw069595694,1.52,medium,204.08527127922608,scooter ,Jam ,Night,Metropolitian ,Skincare,17.510448,78.498213
3511,ejmn539253779,1.52,medium,265.40683368662354,motorcycle ,Jam ,Night,Semi-Urban ,Toys,22.891593,76.016362
3512,xxpu250147922,1.52,medium,106.755491754229,scooter ,Jam ,Night,Urban ,Jewelry,26.876536,75.947333
3513,ekno309869165,1.52,medium,103.0276950939722,motorcycle ,Jam ,Night,Urban ,Kitchen,18.64245,73.996619
3514,plpt842615309,1.52,medium,88.7812168400059,scooter ,Jam ,Night,Metropolitian ,Pet Supplies,27.012908,75.902934
3515,omnm400447657,1.52,medium,106.39340539848372,van,Jam ,Night,Metropolitian ,Toys,12.401214,76.701094
3516,vrno972137707,1.52,medium,84.44667546865773,motorcycle ,Low ,Night,Metropolitian ,Shoes,0.11,0.11
3517,vciu495974054,1.52,medium,149.04993468543077,scooter ,Low ,Night,Metropolitian ,Jewelry,22.781847,76.011991
3518,llfy967423564,1.52,medium,109.15034062605092,van,Low ,Night,Metropolitian ,Apparel,22.831857,75.946699
3519,issh738219143,1.52,medium,203.20090587020923,motorcycle ,Jam ,Night,Metropolitian ,Outdoors,13.100324,77.775748
3520,iuqg731438553,1.52,medium,113.73260687367136,scooter ,Low ,Night,Metropolitian ,Apparel,11.10091,77.020432
3521,hupi460315101,1.52,medium,113.61934318547344,motorcycle ,Low ,Night,Urban ,Sports,22.82806,75.9734
3522,angd197471662,1.52,medium,167.56372878924444,motorcycle ,Low ,Night,Metropolitian ,Books,13.080324,77.755748
3523,juoc214836729,1.52,medium,116.09828576134262,scooter ,Low ,Night,Metropolitian ,Shoes,17.491028,78.409645
3524,cpai239579459,1.52,medium,168.4745904380064,scooter ,Low ,Night,Metropolitian ,Skincare,17.50233,78.539654
3525,dsez921578582,1.52,medium,101.37064287685628,motorcycle ,Jam ,Night,Metropolitian ,Kitchen,26.984142,75.875704
3526,ntmd167074952,1.52,medium,224.326949084886,scooter ,Jam ,Night,Semi-Urban ,Jewelry,11.04185,77.051082
3527,tgnq173379214,1.52,medium,179.8635214475803,motorcycle ,Low ,Night,Metropolitian ,Outdoors,0.09,0.09
3528,itwj107953256,1.52,medium,210.46079065847508,scooter ,Jam ,Night,Metropolitian ,Outdoors,22.807021,75.964167
3529,oube549383882,1.52,medium,109.5276358978388,scooter ,Jam ,Night,Metropolitian ,Cosmetics,21.22276,72.848059
3530,ciyt712631784,1.52,medium,212.31389037387635,scooter ,Jam ,Night,Metropolitian ,Skincare,11.112477,77.085667
3531,duir035123435,1.52,medium,106.68964574873684,van,Low ,Night,Urban ,Kitchen,22.881234,76.01949
3532,ggjw122806540,1.52,medium,180.63765664902303,motorcycle ,Low ,Night,Metropolitian ,Cosmetics,22.805835,75.967648
3533,wgit853151328,1.52,medium,111.53893746992078,scooter ,Low ,Night,Metropolitian ,Electronics,12.4185,76.775808
3534,nxvy885752704,1.52,medium,116.96742190516896,scooter ,Low ,Night,Metropolitian ,Snacks,13.119198,77.660997
3535,suds415229673,1.52,medium,110.46333862916356,motorcycle ,Low ,Night,Metropolitian ,Cosmetics,27.043726,75.88282
3536,cjcd358921977,1.52,medium,144.16556683962708,motorcycle ,Low ,Early Morning,Other,Shoes,26.92519,75.830753
3537,pjhr719755837,1.52,medium,109.0422141499024,motorcycle ,Low ,Early Morning,Metropolitian ,Home,23.379194,85.345447
3538,ypfn986400512,1.52,medium,84.08866055729735,motorcycle ,Low ,Early Morning,Metropolitian ,Toys,19.004049,72.835203
3539,qdzh507333812,1.52,medium,74.86428648603757,motorcycle ,Low ,Early Morning,Urban ,Clothing,12.333994,76.636167
3540,xkzp875599299,1.52,medium,91.4703844932376,scooter ,Low ,Early Morning,Metropolitian ,Pet Supplies,12.347928,76.627889
3541,wakj398630427,1.52,medium,131.79017459664067,motorcycle ,Low ,Early Morning,Metropolitian ,Snacks,22.738163,75.894212
3542,bkqr060791386,1.52,medium,135.6207823193062,motorcycle ,Low ,Early Morning,Metropolitian ,Jewelry,19.014237,72.845553
3543,lfmm805749666,1.52,medium,110.99661218323736,motorcycle ,Low ,Early Morning,Urban ,Kitchen,13.025801,80.270744
3544,lfve234396055,1.52,medium,122.56202645761408,scooter ,Low ,Early Morning,Metropolitian ,Sports,12.343194,76.650583
3545,fnfn088696229,1.52,medium,86.69963402515059,motorcycle ,Low ,Early Morning,Metropolitian ,Jewelry,19.14663,72.849976
3546,ifvn769224573,1.52,medium,71.97406879959333,van,Low ,Early Morning,Other,Apparel,26.902313,75.816896
3547,nrma594854781,1.52,medium,84.72637452587324,motorcycle ,Low ,Early Morning,Metropolitian ,Clothing,26.912312,75.826896
3548,xjja147868808,1.52,medium,68.77585006883511,scooter ,Low ,Early Morning,Other,Books,0.02,0.02
3549,ldzu197155490,1.52,medium,108.53489441942024,motorcycle ,Low ,Early Morning,Metropolitian ,Shoes,13.049198,77.590997
3550,rbyr324569866,1.52,medium,103.6924539051048,motorcycle ,Low ,Early Morning,Metropolitian ,Kitchen,13.101878,80.268519
3551,eftp140037087,1.52,medium,78.96544643439874,motorcycle ,Low ,Early Morning,Metropolitian ,Snacks,17.431028,78.349645
3552,toik829834053,1.52,medium,91.30499131176096,scooter ,Low ,Early Morning,Metropolitian ,Jewelry,18.556562,73.916485
3553,phdh136588639,1.52,medium,70.62630133797667,scooter ,Low ,Early Morning,Metropolitian ,Snacks,0.02,0.02
3554,ieuc484484413,1.52,medium,86.63118207673908,motorcycle ,Low ,Early Morning,Metropolitian ,Home,12.926229,77.616791
3555,xhgc010838513,1.52,medium,82.78387426948434,motorcycle ,Low ,Early Morning,Urban ,Toys,13.039198,77.580997
3556,jebt353521868,1.52,medium,75.73278170250718,motorcycle ,Low ,Early Morning,Urban ,Apparel,11.023681,76.995525
3557,ouyf087307022,1.52,medium,124.1737294245577,motorcycle ,Low ,Early Morning,Metropolitian ,Toys,0.01,0.01
3558,oacd966413624,1.52,medium,75.70984283067199,scooter ,Low ,Night,Urban ,Skincare,0.09,0.09
3559,xwqx674457324,1.52,medium,109.49229040668963,scooter ,Low ,Night,Metropolitian ,Cosmetics,0.07,0.07
3560,jsxz339882479,1.52,medium,154.3199635261741,scooter ,Low ,Night,Metropolitian ,Clothing,19.084237,72.915553
3561,gicq705544069,1.52,medium,122.85468456712223,motorcycle ,Low ,Night,Metropolitian ,Books,22.401603,73.255012
3562,rwgx099788748,1.52,medium,76.25889478212031,scooter ,Low ,Night,Metropolitian ,Toys,22.765207,75.936059
3563,wcow721109531,1.52,medium,109.19674658645992,scooter ,Low ,Night,Metropolitian ,Jewelry,17.561477,78.53035
3564,xkal637280153,1.52,medium,106.27476365811351,van,Low ,Night,Metropolitian ,Electronics,19.191999,72.978493
3565,oioj687771604,1.52,medium,63.503058033764695,van,Low ,Night,Urban ,Books,0.08,0.08
3566,agzi011342648,1.52,medium,123.19230750827214,motorcycle ,Low ,Night,Metropolitian ,Skincare,13.059166,77.720709
3567,juvh163508016,1.52,medium,196.10605514020364,motorcycle ,Low ,Night,Metropolitian ,Home,12.406356,76.699103
3568,ojqs782899088,1.52,medium,127.5758131129547,motorcycle ,Low ,Early Morning,Metropolitian ,Toys,17.441668,78.418321
3569,hmkb814671479,1.52,medium,74.39377861064095,motorcycle ,Low ,Late Night,Urban ,Skincare,23.419407,85.385055
3570,mfag163060506,1.52,medium,89.6469386061643,scooter ,Low ,Late Night,Metropolitian ,Electronics,21.217735,72.828778
3571,uzyz258648640,1.52,medium,67.18877943150353,scooter ,Low ,Early Morning,Urban ,Cosmetics,17.471976,78.405883
3572,ycyp038395708,1.52,medium,98.02267778803106,van,Low ,Early Morning,Metropolitian ,Kitchen,17.440448,78.428213
3573,zhku447368434,1.52,medium,110.55914350724544,motorcycle ,Low ,Early Morning,Metropolitian ,Outdoors,23.369194,85.335447
3574,dfac164006762,1.52,medium,91.65549915789184,scooter ,Low ,Early Morning,Metropolitian ,Toys,26.922908,75.812934
3575,dsgi490026996,1.52,medium,75.77780245181258,scooter ,Low ,Early Morning,Metropolitian ,Apparel,18.559299,73.917902
3576,mpjo790065029,1.52,medium,84.69361430570477,motorcycle ,Low ,Early Morning,Metropolitian ,Outdoors,12.990324,77.665748
3577,hmle194086531,1.52,medium,87.73897895433016,motorcycle ,Low ,Night,Metropolitian ,Books,19.246269,72.906721
3578,cxqp143050978,1.52,medium,191.6443468466801,motorcycle ,Jam ,Night,Metropolitian ,Toys,13.176762,80.361865
3579,xhee921545079,1.52,medium,200.08429547908767,motorcycle ,Jam ,Night,Metropolitian ,Snacks,13.136279,80.284568
3580,amdi784107720,1.52,medium,104.77586669042218,scooter ,Jam ,Night,Metropolitian ,Jewelry,0.09,0.09
3581,pmxu699236737,1.52,medium,86.04341211485824,scooter ,Jam ,Night,Metropolitian ,Snacks,13.184347,80.387221
3582,jqyh335059688,1.52,medium,102.05847494695888,motorcycle ,Jam ,Night,Metropolitian ,Apparel,13.216439,80.350672
3583,eqet568908296,1.52,medium,71.00231014315868,scooter ,Low ,Night,Urban ,Kitchen,21.316438,72.924115
3584,rxxx129114996,1.52,medium,72.71661278440946,scooter ,Low ,Night,Urban ,Cosmetics,26.993987,75.832891
3585,bjqh963515046,1.52,medium,129.79480093721898,motorcycle ,Jam ,Night,Metropolitian ,Sports,13.139645,80.332268
3586,plbw437893744,1.52,medium,130.40973981849254,motorcycle ,Jam ,Night,Metropolitian ,Pet Supplies,21.250096,72.869122
3587,oimz262368026,1.52,medium,80.85143770716444,scooter ,Low ,Night,Urban ,Outdoors,19.2393,72.955451
3588,isip393105751,1.52,medium,105.50473308988022,scooter ,Jam ,Night,Urban ,Sports,18.672718,73.853572
3589,dtbg935514183,1.52,medium,212.57770694055552,scooter ,Jam ,Night,Metropolitian ,Jewelry,13.085996,80.331898
3590,ciso676602897,1.52,medium,113.45472821321611,scooter ,Low ,Night,Metropolitian ,Sports,13.075801,80.320744
3591,chbv093562000,1.52,medium,199.244053021195,motorcycle ,Jam ,Night,Metropolitian ,Outdoors,12.431214,76.731094
3592,nmlv803669588,1.52,medium,116.7102423913538,motorcycle ,Low ,Night,Urban ,Clothing,18.662718,73.843572
3593,qxir539198233,1.52,medium,107.9114721304512,motorcycle ,Jam ,Night,Metropolitian ,Home,27.036431,75.856649
3594,ocnd731712301,1.52,medium,106.18713483514809,motorcycle ,Jam ,Night,Metropolitian ,Toys,19.311315,72.952381
3595,amsh496604249,1.52,medium,186.9301093412858,motorcycle ,Jam ,Night,Metropolitian ,Sports,21.276608,72.884136
3596,idsf122893104,1.52,medium,120.29678757250088,motorcycle ,Low ,Night,Metropolitian ,Electronics,22.43,73.28
3597,ypfc622258010,1.52,medium,180.11220498680564,motorcycle ,Jam ,Night,Metropolitian ,Toys,13.069166,77.730709
3598,xybk615905018,1.52,medium,81.44450398302217,motorcycle ,Low ,Night,Metropolitian ,Shoes,22.39279,73.250283
3599,whmv483866623,1.52,medium,198.2769481098865,scooter ,Jam ,Night,Metropolitian ,Cosmetics,22.86004,76.012847
3600,krdm800256219,1.52,medium,78.79034607840295,motorcycle ,Low ,Night,Urban ,Apparel,19.073517,72.89765
3601,eevo600908538,1.52,medium,84.8123783158008,scooter ,Jam ,Night,Urban ,Books,21.259669,72.882629
3602,uadg268728900,1.52,medium,208.00077806728515,van,Jam ,Night,Urban ,Apparel,18.66144,73.914855
3603,uaxw104762623,1.52,medium,133.19701545484662,motorcycle ,Jam ,Night,Metropolitian ,Skincare,26.916156,75.8723
3604,cnxp641321314,1.52,medium,183.3316065997301,scooter ,Jam ,Night,Metropolitian ,Skincare,12.409524,76.75262
3605,oxbw856793046,1.52,medium,188.96315220882883,motorcycle ,Jam ,Night,Urban ,Clothing,19.135831,72.913984
3606,nycg141300059,1.52,medium,177.65365613678136,motorcycle ,Jam ,Night,Metropolitian ,Jewelry,13.063284,77.745428
3607,gegf052363842,1.52,medium,109.7365215291978,scooter ,Jam ,Night,Metropolitian ,Apparel,18.716215,73.831081
3608,dkjw601573076,1.52,medium,110.59981767270725,scooter ,Jam ,Night,Metropolitian ,Home,23.484422,85.4629
3609,dlqd558708532,1.52,medium,186.0285826806745,scooter ,Jam ,Night,Metropolitian ,Sports,23.481489,85.454253
3610,mrdg456995126,1.52,medium,199.2971652214132,motorcycle ,Jam ,Night,Metropolitian ,Kitchen,13.136286,80.385235
3611,yuvn832891092,1.52,medium,125.18652441218798,motorcycle ,Low ,Night,Metropolitian ,Clothing,19.074049,72.905203
3612,ggbi907785235,1.52,medium,177.73255483579095,motorcycle ,Jam ,Night,Metropolitian ,Snacks,13.080324,77.755748
3613,mlmm500276146,1.52,medium,107.55408615834992,motorcycle ,Jam ,Night,Metropolitian ,Jewelry,22.81806,75.9634
3614,jtyb665748468,1.52,medium,185.45306142354784,scooter ,Jam ,Night,Metropolitian ,Skincare,27.031411,75.903604
3615,wrps476147255,1.52,medium,193.6584628441497,motorcycle ,Jam ,Night,Metropolitian ,Toys,21.270522,72.881477
3616,xsfh236356906,1.52,medium,169.8170599919941,motorcycle ,Low ,Night,Metropolitian ,Books,18.606562,73.966485
3617,iqrk014499051,1.52,medium,166.33912658624757,motorcycle ,Low ,Night,Metropolitian ,Snacks,13.194181,80.366442
3618,svsl074801417,1.52,medium,110.11600104561384,scooter ,Low ,Night,Metropolitian ,Snacks,18.646216,73.972527
3619,cczd651926743,1.52,medium,118.1562890921392,motorcycle ,Low ,Night,Metropolitian ,Shoes,18.746215,73.861081
3620,jsna749666002,1.52,medium,207.1519839204639,motorcycle ,Jam ,Night,Metropolitian ,Pet Supplies,18.67245,74.026619
3621,gexm885131469,1.52,medium,83.00888841152565,motorcycle ,Low ,Night,Metropolitian ,Kitchen,13.191878,80.358519
3622,ajux048072985,1.52,medium,224.38361421876195,motorcycle ,Jam ,Night,Metropolitian ,Kitchen,13.065662,77.74413
3623,hqvu636147545,1.52,medium,190.54807463827123,scooter ,Jam ,Night,Metropolitian ,Kitchen,26.992328,75.884257
3624,ccty677683718,1.52,medium,180.15148334260087,motorcycle ,Low ,Night,Urban ,Shoes,22.40279,73.260283
3625,qtcu549262197,1.52,medium,118.01256042288152,motorcycle ,Low ,Night,Metropolitian ,Apparel,12.453194,76.760583
3626,sjqg168621558,1.52,medium,113.60874277755872,motorcycle ,Low ,Night,Urban ,Outdoors,13.082532,77.718179
3627,rtjo836054511,1.52,medium,225.1367678925323,motorcycle ,Jam ,Night,Metropolitian ,Toys,22.855049,76.002471
3628,wjax236482484,1.52,medium,107.98705533268073,scooter ,Low ,Night,Metropolitian ,Outdoors,22.380329,73.239083
3629,semb397069308,1.52,medium,227.9592393995188,motorcycle ,Jam ,Night,Metropolitian ,Toys,12.413978,76.717961
3630,cigy872329700,1.52,medium,128.10963945594472,motorcycle ,Jam ,Night,Urban ,Kitchen,19.21663,72.919976
3631,xnsg076844692,1.52,medium,110.13407461571076,scooter ,Jam ,Night,Metropolitian ,Electronics,22.815835,75.977648
3632,jkbs077774170,1.52,medium,120.94529990468564,motorcycle ,Low ,Night,Metropolitian ,Clothing,13.014365,77.696155
3633,qhbg777559179,1.52,medium,68.18440868945292,scooter ,Low ,Night,Other,Outdoors,21.265047,72.88859
3634,axlp473057360,1.52,medium,104.3443888673086,motorcycle ,Jam ,Night,Metropolitian ,Cosmetics,17.534114,78.457554
3635,ckfp599158038,1.52,medium,124.84057066204434,motorcycle ,Jam ,Night,Metropolitian ,Snacks,26.97842,75.890689
3636,pged867431386,1.52,medium,204.07032969789432,motorcycle ,Jam ,Night,Metropolitian ,Home,13.181809,80.309104
3637,hyqo910537563,1.52,medium,199.19823790748688,scooter ,Jam ,Night,Metropolitian ,Home,0.11,0.11
3638,qqnv277740336,1.52,medium,108.00907280681784,van,Low ,Night,Metropolitian ,Home,13.168616,80.374151
3639,odlo529484325,1.52,medium,129.41090652882747,motorcycle ,Jam ,Night,Urban ,Pet Supplies,11.090375,77.03295
3640,ldpf493900781,1.52,medium,202.26594328426563,motorcycle ,Jam ,Night,Metropolitian ,Clothing,26.936156,75.8923
3641,vefk779291088,1.52,medium,110.64439132433546,scooter ,Jam ,Night,Metropolitian ,Shoes,22.420237,73.268921
3642,tzwq098921871,1.52,medium,117.50292510965794,motorcycle ,Low ,Night,Metropolitian ,Clothing,11.102477,77.075667
3643,fdct369047973,1.52,medium,117.34570900736396,motorcycle ,Low ,Night,Metropolitian ,Snacks,12.421072,76.764878
3644,lcyo307785372,1.52,medium,82.25617873094238,scooter ,Jam ,Night,Urban ,Apparel,0.11,0.11
3645,jtsf640698001,1.52,medium,113.97654868948035,scooter ,Low ,Night,Metropolitian ,Pet Supplies,22.862225,76.004765
3646,pwdn324475294,1.52,medium,84.36565990759014,motorcycle ,Low ,Night,Metropolitian ,Electronics,21.247729,72.858726
3647,fbac746823137,1.52,medium,121.12171158462375,motorcycle ,Low ,Night,Metropolitian ,Outdoors,26.96842,75.880689
3648,xgla012806359,1.52,medium,228.25738352133536,motorcycle ,Jam ,Night,Urban ,Shoes,19.2393,72.955451
3649,yjwi286117637,1.52,medium,99.8099965236148,scooter ,Jam ,Night,Other,Apparel,12.403194,76.710583
3650,pahw276438810,1.52,medium,82.27375307633983,van,Low ,Night,Metropolitian ,Jewelry,11.071753,77.056241
3651,huje671672764,1.52,medium,193.15472962455323,motorcycle ,Jam ,Night,Metropolitian ,Snacks,27.01842,75.930689
3652,ndkl378476057,1.52,medium,118.6274800966934,motorcycle ,Low ,Night,Metropolitian ,Snacks,12.467928,76.747889
3653,xpuy907969711,1.52,medium,224.86094218519008,motorcycle ,Jam ,Night,Urban ,Skincare,23.464989,85.425486
3654,rbtn430072410,1.52,medium,102.59624954271816,motorcycle ,Jam ,Night,Metropolitian ,Outdoors,17.58971,78.498855
3655,jrrx449019756,1.52,medium,194.46492468998488,scooter ,Low ,Night,Metropolitian ,Apparel,19.2513,72.906191
3656,baki268652411,1.52,medium,84.88401777284616,motorcycle ,Low ,Night,Metropolitian ,Toys,22.858163,76.014212
3657,eeju034959238,1.52,medium,191.0149343524172,scooter ,Jam ,Night,Metropolitian ,Toys,17.541976,78.475883
3658,ochs458670119,1.52,medium,203.7238944502161,scooter ,Jam ,Night,Urban ,Clothing,13.129645,80.322268
3659,avxm701144713,1.52,medium,118.79610266129072,van,Jam ,Night,Metropolitian ,Shoes,11.093669,77.066494
3660,pnnl462262047,1.52,medium,124.69401628835612,motorcycle ,Low ,Night,Metropolitian ,Clothing,22.421844,73.275081
3661,hnql825776921,1.52,medium,113.09814283920988,motorcycle ,Low ,Night,Metropolitian ,Pet Supplies,13.111615,80.361598
3662,xjgm505253929,1.52,medium,125.4490375404117,motorcycle ,Jam ,Night,Metropolitian ,Toys,23.484422,85.4629
3663,nqvm957991526,1.52,medium,178.71544779083865,motorcycle ,Jam ,Night,Metropolitian ,Pet Supplies,0.07,0.07
3664,izog510493722,1.52,medium,84.67148575321369,scooter ,Jam ,Night,Metropolitian ,Sports,17.499585,78.462621
3665,lhpf452817328,1.52,medium,83.34081903960924,scooter ,Low ,Night,Metropolitian ,Cosmetics,18.66144,73.914855
3666,ljmb828723283,1.52,medium,117.79841426704152,motorcycle ,Low ,Night,Metropolitian ,Pet Supplies,11.106117,77.024652
3667,qlkf902608711,1.52,medium,77.44954175646362,scooter ,Low ,Night,Metropolitian ,Pet Supplies,17.521668,78.498321
3668,qfiz489666363,1.52,medium,227.4555545752534,motorcycle ,Jam ,Night,Metropolitian ,Toys,22.418096,73.277753
3669,xinv983814481,1.52,medium,106.2938553679262,scooter ,Jam ,Night,Other,Kitchen,18.580016,73.890547
3670,vxyz695369712,1.52,medium,98.4718800464767,motorcycle ,Low ,Morning,Metropolitian ,Sports,18.536216,73.862527
3671,rqfp617842426,1.52,medium,118.9653994747345,scooter ,Low ,Night,Metropolitian ,Clothing,13.15978,80.338812
3672,slkz713723369,1.52,medium,133.13912423118185,motorcycle ,Low ,Early Morning,Other,Home,13.036279,80.184568
3673,sinz655371112,1.52,medium,119.80642273011544,motorcycle ,Low ,Night,Metropolitian ,Home,22.863838,76.007429
3674,axnl355414777,1.52,medium,106.78131459286178,scooter ,Low ,Night,Metropolitian ,Electronics,22.818163,75.974212
3675,gogt040760934,1.52,medium,155.39588904630614,scooter ,Low ,Night,Metropolitian ,Skincare,22.400526,73.260937
3676,kssx413271035,1.52,medium,112.79978702067696,van,Low ,Night,Metropolitian ,Home,12.377954,76.745169
3677,lbje555519801,1.52,medium,91.39082453932684,scooter ,Low ,Early Morning,Metropolitian ,Skincare,23.394989,85.355486
3678,eera022264653,1.52,medium,184.4125053504565,scooter ,Low ,Night,Metropolitian ,Apparel,26.876536,75.947333
3679,qzst169666752,1.52,medium,111.24891990150282,motorcycle ,Low ,Early Morning,Metropolitian ,Toys,19.141999,72.928493
3680,nreb228783029,1.52,medium,75.95578388121758,motorcycle ,Low ,Night,Urban ,Clothing,26.962312,75.876896
3681,kwen552031428,1.52,medium,86.65637068343,motorcycle ,Low ,Early Morning,Metropolitian ,Toys,19.2013,72.856191
3682,qoqh544995071,1.52,medium,67.76914625612386,scooter ,Low ,Late Night,Urban ,Toys,12.993298,77.674293
3683,xwgb457707690,1.52,medium,122.7665672139541,van,Low ,Night,Metropolitian ,Skincare,21.270522,72.881477
3684,pgmk441081857,1.52,medium,104.64889666441152,scooter ,Low ,Night,Urban ,Sports,12.3785,76.735808
3685,diyv349478250,1.52,medium,78.57909177317686,scooter ,Low ,Night,Metropolitian ,Apparel,27.041378,75.919034
3686,hsxq253884570,1.52,medium,191.93775908778852,scooter ,Low ,Night,Metropolitian ,Snacks,27.053483,75.943139
3687,zxpt786111837,1.52,medium,77.9293727366871,scooter ,Low ,Early Morning,Urban ,Snacks,26.934142,75.825704
3688,egmy945784646,1.52,medium,121.71981011264003,scooter ,Low ,Night,Metropolitian ,Outdoors,22.421603,73.275012
3689,bnjk927452576,1.52,medium,95.9865831584601,motorcycle ,Low ,Night,Metropolitian ,Kitchen,17.54233,78.579654
3690,xmwx162462752,1.52,medium,186.0969364601515,scooter ,Low ,Night,Metropolitian ,Clothing,13.06041,77.720489
3691,zjfh688546115,1.52,medium,81.22518173073357,motorcycle ,Low ,Early Morning,Urban ,Skincare,21.203434,72.834492
3692,dwxm048253374,1.52,medium,77.84338418782933,scooter ,Low ,Morning,Urban ,Cosmetics,26.923726,75.762821
3693,pbpt390786113,1.52,medium,115.46981527804712,scooter ,Low ,Morning,Metropolitian ,Jewelry,21.169669,72.792629
3694,txxt856691590,1.52,medium,113.30597963952444,scooter ,Jam ,Night,Metropolitian ,Home,12.369524,76.71262
3695,slfg883169079,1.52,medium,230.025589619298,motorcycle ,Jam ,Night,Metropolitian ,Home,26.992328,75.884257
3696,iynl324297120,1.52,medium,80.48397955201811,van,Low ,Morning,Urban ,Jewelry,23.371489,85.344253
3697,vnfr653861828,1.52,medium,113.49314108674096,motorcycle ,Low ,Early Morning,Metropolitian ,Shoes,12.343225,76.650028
3698,xsxe026862126,1.52,medium,104.47686976194193,van,Jam ,Night,Metropolitian ,Toys,13.15978,80.338812
3699,nqvj271537384,1.52,medium,111.39266315702142,motorcycle ,Jam ,Night,Urban ,Outdoors,18.64408,74.00852
3700,cohu748691310,1.52,medium,67.41493190922212,scooter ,Low ,Morning,Urban ,Apparel,22.737021,75.894167
3701,ipgt121911115,1.52,medium,128.57492378437834,motorcycle ,Low ,Morning,Metropolitian ,Outdoors,12.954179,77.635797
3702,zblx590460956,1.52,medium,80.56529208245996,scooter ,Low ,Night,Metropolitian ,Toys,13.062793,80.339982
3703,zqhr353751157,1.52,medium,69.20033624696543,motorcycle ,Low ,Morning,Urban ,Clothing,11.010762,76.991876
3704,hkvo254272854,1.52,medium,105.12665671337248,motorcycle ,Low ,Morning,Urban ,Skincare,19.075838,72.842658
3705,dart714541868,1.52,medium,124.77850929738273,motorcycle ,Low ,Early Morning,Metropolitian ,Sports,11.031278,77.005017
3706,jwoi385983383,1.52,medium,121.78447229740983,motorcycle ,Low ,Night,Metropolitian ,Pet Supplies,22.39279,73.250283
3707,lina134817715,1.52,medium,111.82419938237068,scooter ,Low ,Night,Metropolitian ,Sports,18.66408,74.02852
3708,hwai695999755,1.52,medium,123.46427198653356,motorcycle ,Low ,Night,Urban ,Sports,12.354747,76.695861
3709,aqlt433560836,1.52,medium,114.59354676913364,scooter ,Low ,Night,Metropolitian ,Snacks,0.09,0.09
3710,wyfk747151300,1.52,medium,156.5491875056319,motorcycle ,Low ,Night,Metropolitian ,Shoes,21.247735,72.858778
3711,qmul877521801,1.52,medium,109.68004339869438,scooter ,Low ,Night,Metropolitian ,Toys,27.050262,75.923013
3712,rtfa383832778,1.52,medium,81.06017158333796,scooter ,Low ,Night,Metropolitian ,Pet Supplies,26.991927,75.877282
3713,rioo339768538,1.52,medium,79.9851191873421,motorcycle ,Low ,Morning,Urban ,Apparel,12.949496,77.635999
3714,owhf622075607,1.52,medium,121.825799746888,motorcycle ,Low ,Morning,Metropolitian ,Apparel,0.01,0.01
3715,rrrk349527084,1.52,medium,123.97799734963344,motorcycle ,Low ,Night,Metropolitian ,Toys,12.393194,76.700583
3716,zfxe533340329,1.52,medium,127.54890618089289,motorcycle ,Low ,Night,Metropolitian ,Clothing,17.506228,78.487495
3717,nhid082772296,1.52,medium,109.19108569278818,motorcycle ,Low ,Morning,Urban ,Electronics,0.02,0.02
3718,uusc666596957,1.52,medium,111.08185497742755,motorcycle ,Low ,Morning,Metropolitian ,Books,23.389746,85.35982
3719,idum005389535,1.52,medium,115.25125126300004,motorcycle ,Low ,Night,Other,Home,0.09,0.09
3720,yrkl168658486,1.52,medium,105.1507788608819,motorcycle ,Low ,Morning,Metropolitian ,Toys,12.943298,77.624293
3721,uosk283115343,1.52,medium,91.32210930818994,scooter ,Low ,Morning,Metropolitian ,Electronics,17.438294,78.414423
3722,itzu753886333,1.52,medium,87.82289494248212,motorcycle ,Low ,Morning,Metropolitian ,Cosmetics,22.76806,75.9134
3723,jvuv525309413,1.52,medium,111.7542086258111,scooter ,Low ,Night,Urban ,Electronics,17.502819,78.529578
3724,oxgu631601946,1.52,medium,109.48614001773306,scooter ,Low ,Night,Metropolitian ,Toys,23.504989,85.465486
3725,tucz733670633,1.52,medium,181.4569031458242,motorcycle ,Low ,Night,Urban ,Pet Supplies,11.073669,77.046494
3726,mwkn340418218,1.52,medium,84.73170325513289,motorcycle ,Low ,Night,Metropolitian ,Kitchen,21.266884,72.873616
3727,zyem015636207,1.52,medium,115.25672966497174,motorcycle ,Low ,Night,Urban ,Jewelry,13.029496,77.715999
3728,mscz779171559,1.52,medium,124.7014186591696,scooter ,Low ,Night,Metropolitian ,Home,0.07,0.07
3729,tdkx612257343,1.52,medium,115.75615221223786,motorcycle ,Low ,Night,Metropolitian ,Kitchen,19.248321,72.904715
3730,yeuu142160611,1.52,medium,108.96899227824724,scooter ,Low ,Night,Metropolitian ,Jewelry,21.26106,72.879292
